369,Ninh Bình,Thành phố,37
370,Tam Điệp,Thành phố,37
372,Nho Quan,Huyện,37
373,Gia Viễn,Huyện,37
374,Hoa Lư,Huyện,37
375,Yên Khánh,Huyện,37
376,Kim Sơn,Huyện,37
377,Yên Mô,Huyện,37
380,Thanh Hóa,Thành phố,38
381,Bỉm Sơn,Thị xã,38
382,Sầm Sơn,Thành phố,38
384,Mường Lát,Huyện,38
385,Quan Hóa,Huyện,38
386,Bá Thước,Huyện,38
387,Quan Sơn,Huyện,38
388,Lang Chánh,Huyện,38
389,Ngọc Lặc,Huyện,38
390,Cẩm Thủy,Huyện,38
391,Thạch Thành,Huyện,38
392,Hà Trung,Huyện,38
393,Vĩnh Lộc,Huyện,38
394,Yên Định,Huyện,38
395,Thọ Xuân,Huyện,38
396,Thường Xuân,Huyện,38
397,Triệu Sơn,Huyện,38
398,Thiệu Hóa,Huyện,38
399,Hoằng Hóa,Huyện,38
400,Hậu Lộc,Huyện,38
401,Nga Sơn,Huyện,38
402,Như Xuân,Huyện,38
403,Như Thanh,Huyện,38
404,Nông Cống,Huyện,38
405,Đông Sơn,Huyện,38
406,Quảng Xương,Huyện,38
407,Tĩnh Gia,Huyện,38
412,Vinh,Thành phố,40
413,Cửa Lò,Thị xã,40
414,Thái Hoà,Thị xã,40
415,Quế Phong,Huyện,40
416,Quỳ Châu,Huyện,40
417,Kỳ Sơn,Huyện,40
418,Tương Dương,Huyện,40
419,Nghĩa Đàn,Huyện,40
420,Quỳ Hợp,Huyện,40
421,Quỳnh Lưu,Huyện,40
422,Con Cuông,Huyện,40
423,Tân Kỳ,Huyện,40
424,Anh Sơn,Huyện,40
425,Diễn Châu,Huyện,40
426,Yên Thành,Huyện,40
427,Đô Lương,Huyện,40
428,Thanh Chương,Huyện,40
429,Nghi Lộc,Huyện,40
430,Nam Đàn,Huyện,40
431,Hưng Nguyên,Huyện,40
432,Hoàng Mai,Thị xã,40
436,Hà Tĩnh,Thành phố,42
437,Hồng Lĩnh,Thị xã,42
439,Hương Sơn,Huyện,42
440,Đức Thọ,Huyện,42
441,Vũ Quang,Huyện,42
442,Nghi Xuân,Huyện,42
443,Can Lộc,Huyện,42
444,Hương Khê,Huyện,42
445,Thạch Hà,Huyện,42
446,Cẩm Xuyên,Huyện,42
447,Kỳ Anh,Huyện,42
448,Lộc Hà,Huyện,42
449,Kỳ Anh,Thị xã,42
450,Đồng Hới,Thành phố,44
452,Minh Hóa,Huyện,44
453,Tuyên Hóa,Huyện,44
454,Quảng Trạch,Thị xã,44
455,Bố Trạch,Huyện,44
456,Quảng Ninh,Huyện,44
457,Lệ Thủy,Huyện,44
458,Ba Đồn,Huyện,44
461,Đông Hà,Thành phố,45
462,Quảng Trị,Thị xã,45
464,Vĩnh Linh,Huyện,45
465,Hướng Hóa,Huyện,45
466,Gio Linh,Huyện,45
467,Đa Krông,Huyện,45
468,Cam Lộ,Huyện,45
469,Triệu Phong,Huyện,45
470,Hải Lăng,Huyện,45
471,Cồn Cỏ,Huyện,45
474,Huế,Thành phố,46
476,Phong Điền,Huyện,46
477,Quảng Điền,Huyện,46
478,Phú Vang,Huyện,46
479,Hương Thủy,Thị xã,46
480,Hương Trà,Thị xã,46
481,A Lưới,Huyện,46
482,Phú Lộc,Huyện,46
483,Nam Đông,Huyện,46
490,Liên Chiểu,Quận,48
491,Thanh Khê,Quận,48
492,Hải Châu,Quận,48
493,Sơn Trà,Quận,48
494,Ngũ Hành Sơn,Quận,48
495,Cẩm Lệ,Quận,48
497,Hòa Vang,Huyện,48
498,Hoàng Sa,Huyện,48
502,Tam Kỳ,Thành phố,49
503,Hội An,Thành phố,49
504,Tây Giang,Huyện,49
505,Đông Giang,Huyện,49
506,Đại Lộc,Huyện,49
507,Điện Bàn,Thị xã,49
508,Duy Xuyên,Huyện,49
509,Quế Sơn,Huyện,49
510,Nam Giang,Huyện,49
511,Phước Sơn,Huyện,49
512,Hiệp Đức,Huyện,49
513,Thăng Bình,Huyện,49
514,Tiên Phước,Huyện,49
515,Bắc Trà My,Huyện,49
516,Nam Trà My,Huyện,49
517,Núi Thành,Huyện,49
518,Phú Ninh,Huyện,49
519,Nông Sơn,Huyện,49
522,Quảng Ngãi,Thành phố,51
524,Bình Sơn,Huyện,51
525,Trà Bồng,Huyện,51
526,Tây Trà,Huyện,51
527,Sơn Tịnh,Huyện,51
528,Tư Nghĩa,Huyện,51
529,Sơn Hà,Huyện,51
530,Sơn Tây,Huyện,51
531,Minh Long,Huyện,51
532,Nghĩa Hành,Huyện,51
533,Mộ Đức,Huyện,51
534,Đức Phổ,Huyện,51
535,Ba Tơ,Huyện,51
536,Lý Sơn,Huyện,51
540,Qui Nhơn,Thành phố,52
542,An Lão,Huyện,52
543,Hoài Nhơn,Huyện,52
544,Hoài Ân,Huyện,52
545,Phù Mỹ,Huyện,52
546,Vĩnh Thạnh,Huyện,52
547,Tây Sơn,Huyện,52
548,Phù Cát,Huyện,52
549,An Nhơn,Thị xã,52
550,Tuy Phước,Huyện,52
551,Vân Canh,Huyện,52
555,Tuy Hoà,Thành phố,54
557,Sông Cầu,Thị xã,54
558,Đồng Xuân,Huyện,54
559,Tuy An,Huyện,54
560,Sơn Hòa,Huyện,54
561,Sông Hinh,Huyện,54
562,Tây Hoà,Huyện,54
563,Phú Hoà,Huyện,54
564,Đông Hòa,Huyện,54
568,Nha Trang,Thành phố,56
569,Cam Ranh,Thành phố,56
570,Cam Lâm,Huyện,56
571,Vạn Ninh,Huyện,56
572,Ninh Hòa,Thị xã,56
573,Khánh Vĩnh,Huyện,56
574,Diên Khánh,Huyện,56
575,Khánh Sơn,Huyện,56
576,Trường Sa,Huyện,56
582,Phan Rang-Tháp Chàm,Thành phố,58
584,Bác Ái,Huyện,58
585,Ninh Sơn,Huyện,58
586,Ninh Hải,Huyện,58
587,Ninh Phước,Huyện,58
588,Thuận Bắc,Huyện,58
589,Thuận Nam,Huyện,58
593,Phan Thiết,Thành phố,60
594,La Gi,Thị xã,60
595,Tuy Phong,Huyện,60
596,Bắc Bình,Huyện,60
597,Hàm Thuận Bắc,Huyện,60
598,Hàm Thuận Nam,Huyện,60
599,Tánh Linh,Huyện,60
600,Đức Linh,Huyện,60
601,Hàm Tân,Huyện,60
602,Phú Quí,Huyện,60
608,Kon Tum,Thành phố,62
610,Đắk Glei,Huyện,62
611,Ngọc Hồi,Huyện,62
612,Đắk Tô,Huyện,62
613,Kon Plông,Huyện,62
614,Kon Rẫy,Huyện,62
615,Đắk Hà,Huyện,62
616,Sa Thầy,Huyện,62
617,Tu Mơ Rông,Huyện,62
618,Ia H' Drai,Huyện,62
622,Pleiku,Thành phố,64
623,An Khê,Thị xã,64
624,Ayun Pa,Thị xã,64
625,KBang,Huyện,64
626,Đăk Đoa,Huyện,64
627,Chư Păh,Huyện,64
628,Ia Grai,Huyện,64
629,Mang Yang,Huyện,64
630,Kông Chro,Huyện,64
631,Đức Cơ,Huyện,64
632,Chư Prông,Huyện,64
633,Chư Sê,Huyện,64
634,Đăk Pơ,Huyện,64
635,Ia Pa,Huyện,64
637,Krông Pa,Huyện,64
638,Phú Thiện,Huyện,64
639,Chư Pưh,Huyện,64
643,Buôn Ma Thuột,Thành phố,66
644,Buôn Hồ,Thị xã,66
645,Ea H'leo,Huyện,66
646,Ea Súp,Huyện,66
647,Buôn Đôn,Huyện,66
648,Cư M'gar,Huyện,66
649,Krông Búk,Huyện,66
650,Krông Năng,Huyện,66
651,Ea Kar,Huyện,66
652,M'Đrắk,Huyện,66
653,Krông Bông,Huyện,66
654,Krông Pắc,Huyện,66
655,Krông A Na,Huyện,66
656,Lắk,Huyện,66
657,Cư Kuin,Huyện,66
660,Gia Nghĩa,Thị xã,67
661,Đăk Glong,Huyện,67
662,Cư Jút,Huyện,67
663,Đắk Mil,Huyện,67
664,Krông Nô,Huyện,67
665,Đắk Song,Huyện,67
666,Đắk R'Lấp,Huyện,67
667,Tuy Đức,Huyện,67
672,Đà Lạt,Thành phố,68
673,Bảo Lộc,Thành phố,68
674,Đam Rông,Huyện,68
675,Lạc Dương,Huyện,68
676,Lâm Hà,Huyện,68
677,Đơn Dương,Huyện,68
678,Đức Trọng,Huyện,68
679,Di Linh,Huyện,68
680,Bảo Lâm,Huyện,68
681,Đạ Huoai,Huyện,68
682,Đạ Tẻh,Huyện,68
683,Cát Tiên,Huyện,68
688,Phước Long,Thị xã,70
689,Đồng Xoài,Thị xã,70
690,Bình Long,Thị xã,70
691,Bù Gia Mập,Huyện,70
692,Lộc Ninh,Huyện,70
693,Bù Đốp,Huyện,70
694,Hớn Quản,Huyện,70
695,Đồng Phú,Huyện,70
696,Bù Đăng,Huyện,70
697,Chơn Thành,Huyện,70
698,Phú Riềng,Huyện,70
703,Tây Ninh,Thành phố,72
705,Tân Biên,Huyện,72
706,Tân Châu,Huyện,72
707,Dương Minh Châu,Huyện,72
708,Châu Thành,Huyện,72
709,Hòa Thành,Huyện,72
710,Gò Dầu,Huyện,72
711,Bến Cầu,Huyện,72
712,Trảng Bàng,Huyện,72
718,Thủ Dầu Một,Thành phố,74
719,Bàu Bàng,Huyện,74
720,Dầu Tiếng,Huyện,74
721,Bến Cát,Thị xã,74
722,Phú Giáo,Huyện,74
723,Tân Uyên,Thị xã,74
724,Dĩ An,Thị xã,74
725,Thuận An,Thị xã,74
726,Bắc Tân Uyên,Huyện,74
731,Biên Hòa,Thành phố,75
732,Long Khánh,Thị xã,75
734,Tân Phú,Huyện,75
735,Vĩnh Cửu,Huyện,75
736,Định Quán,Huyện,75
737,Trảng Bom,Huyện,75
738,Thống Nhất,Huyện,75
739,Cẩm Mỹ,Huyện,75
740,Long Thành,Huyện,75
741,Xuân Lộc,Huyện,75
742,Nhơn Trạch,Huyện,75
747,Vũng Tàu,Thành phố,77
748,Bà Rịa,Thành phố,77
750,Châu Đức,Huyện,77
751,Xuyên Mộc,Huyện,77
752,Long Điền,Huyện,77
753,Đất Đỏ,Huyện,77
754,Tân Thành,Huyện,77
755,Côn Đảo,Huyện,77
760,1,Quận,79
761,12,Quận,79
762,Thủ Đức,Quận,79
763,9,Quận,79
764,Gò Vấp,Quận,79
765,Bình Thạnh,Quận,79
766,Tân Bình,Quận,79
767,Tân Phú,Quận,79
768,Phú Nhuận,Quận,79
769,2,Quận,79
770,3,Quận,79
771,10,Quận,79
772,11,Quận,79
773,4,Quận,79
774,5,Quận,79
775,6,Quận,79
776,8,Quận,79
777,Bình Tân,Quận,79
778,7,Quận,79
783,Củ Chi,Huyện,79
784,Hóc Môn,Huyện,79
785,Bình Chánh,Huyện,79
786,Nhà Bè,Huyện,79
787,Cần Giờ,Huyện,79
794,Tân An,Thành phố,80
795,Kiến Tường,Thị xã,80
796,Tân Hưng,Huyện,80
797,Vĩnh Hưng,Huyện,80
798,Mộc Hóa,Huyện,80
799,Tân Thạnh,Huyện,80
800,Thạnh Hóa,Huyện,80
801,Đức Huệ,Huyện,80
802,Đức Hòa,Huyện,80
803,Bến Lức,Huyện,80
804,Thủ Thừa,Huyện,80
805,Tân Trụ,Huyện,80
806,Cần Đước,Huyện,80
807,Cần Giuộc,Huyện,80
808,Châu Thành,Huyện,80
815,Mỹ Tho,Thành phố,82
816,Gò Công,Thị xã,82
817,Cai Lậy,Huyện,82
818,Tân Phước,Huyện,82
819,Cái Bè,Huyện,82
820,Cai Lậy,Thị xã,82
821,Châu Thành,Huyện,82
822,Chợ Gạo,Huyện,82
823,Gò Công Tây,Huyện,82
824,Gò Công Đông,Huyện,82
825,Tân Phú Đông,Huyện,82
829,Bến Tre,Thành phố,83
831,Châu Thành,Huyện,83
832,Chợ Lách,Huyện,83
833,Mỏ Cày Nam,Huyện,83
834,Giồng Trôm,Huyện,83
835,Bình Đại,Huyện,83
836,Ba Tri,Huyện,83
837,Thạnh Phú,Huyện,83
838,Mỏ Cày Bắc,Huyện,83
842,Trà Vinh,Thành phố,84
844,Càng Long,Huyện,84
845,Cầu Kè,Huyện,84
846,Tiểu Cần,Huyện,84
847,Châu Thành,Huyện,84
848,Cầu Ngang,Huyện,84
849,Trà Cú,Huyện,84
850,Duyên Hải,Huyện,84
851,Duyên Hải,Thị xã,84
855,Vĩnh Long,Thành phố,86
857,Long Hồ,Huyện,86
858,Mang Thít,Huyện,86
859, Vũng Liêm,Huyện,86
860,Tam Bình,Huyện,86
861,Bình Minh,Thị xã,86
862,Trà Ôn,Huyện,86
863,Bình Tân,Huyện,86
866,Cao Lãnh,Thành phố,87
867,Sa Đéc,Thành phố,87
868,Hồng Ngự,Thị xã,87
869,Tân Hồng,Huyện,87
870,Hồng Ngự,Huyện,87
871,Tam Nông,Huyện,87
872,Tháp Mười,Huyện,87
873,Cao Lãnh,Huyện,87
874,Thanh Bình,Huyện,87
875,Lấp Vò,Huyện,87
876,Lai Vung,Huyện,87
877,Châu Thành,Huyện,87
883,Long Xuyên,Thành phố,89
884,Châu Đốc,Thành phố,89
886,An Phú,Huyện,89
887,Tân Châu,Thị xã,89
888,Phú Tân,Huyện,89
889,Châu Phú,Huyện,89
890,Tịnh Biên,Huyện,89
891,Tri Tôn,Huyện,89
892,Châu Thành,Huyện,89
893,Chợ Mới,Huyện,89
894,Thoại Sơn,Huyện,89
899,Rạch Giá,Thành phố,91
900,Hà Tiên,Thị xã,91
902,Kiên Lương,Huyện,91
903,Hòn Đất,Huyện,91
904,Tân Hiệp,Huyện,91
905,Châu Thành,Huyện,91
906,Giồng Riềng,Huyện,91
907,Gò Quao,Huyện,91
908,An Biên,Huyện,91
909,An Minh,Huyện,91
910,Vĩnh Thuận,Huyện,91
911,Phú Quốc,Huyện,91
912,Kiên Hải,Huyện,91
913,U Minh Thượng,Huyện,91
914,Giang Thành,Huyện,91
916,Ninh Kiều,Quận,92
917,Ô Môn,Quận,92
918,Bình Thuỷ,Quận,92
919,Cái Răng,Quận,92
923,Thốt Nốt,Quận,92
924,Vĩnh Thạnh,Huyện,92
925,Cờ Đỏ,Huyện,92
926,Phong Điền,Huyện,92
927,Thới Lai,Huyện,92
930,Vị Thanh,Thành phố,93
931,Ngã Bảy,Thị xã,93
932,Châu Thành A,Huyện,93
933,Châu Thành,Huyện,93
934,Phụng Hiệp,Huyện,93
935,Vị Thuỷ,Huyện,93
936,Long Mỹ,Huyện,93
937,Long Mỹ,Thị xã,93
941,Sóc Trăng,Thành phố,94
942,Châu Thành,Huyện,94
943,Kế Sách,Huyện,94
944,Mỹ Tú,Huyện,94
945,Cù Lao Dung,Huyện,94
946,Long Phú,Huyện,94
947,Mỹ Xuyên,Huyện,94
948,Ngã Năm,Thị xã,94
949,Thạnh Trị,Huyện,94
950,Vĩnh Châu,Thị xã,94
951,Trần Đề,Huyện,94
954,Bạc Liêu,Thành phố,95
956,Hồng Dân,Huyện,95
957,Phước Long,Huyện,95
958,Vĩnh Lợi,Huyện,95
959,Giá Rai,Thị xã,95
960,Đông Hải,Huyện,95
961,Hoà Bình,Huyện,95
964,Cà Mau,Thành phố,96
966,U Minh,Huyện,96
967,Thới Bình,Huyện,96
968,Trần Văn Thời,Huyện,96
969,Cái Nước,Huyện,96
970,Đầm Dơi,Huyện,96
971,Năm Căn,Huyện,96
972,Phú Tân,Huyện,96
973,Ngọc Hiển,Huyện,96
